0.000000e+00	1.000000e+00
1.000000e-01	9.950042e-01
2.000000e-01	9.800666e-01
3.000000e-01	9.553365e-01
4.000000e-01	9.210610e-01
5.000000e-01	8.775826e-01
6.000000e-01	8.253356e-01
7.000000e-01	7.648422e-01
8.000000e-01	6.967067e-01
9.000000e-01	6.216100e-01
1.000000e+00	5.403023e-01
1.100000e+00	4.535961e-01
1.200000e+00	3.623578e-01
1.300000e+00	2.674988e-01
1.400000e+00	1.699671e-01
1.500000e+00	7.073720e-02
1.600000e+00	-2.919952e-02
1.700000e+00	-1.288445e-01
1.800000e+00	-2.272021e-01
1.900000e+00	-3.232896e-01
2.000000e+00	-4.161468e-01
2.100000e+00	-5.048461e-01
2.200000e+00	-5.885011e-01
2.300000e+00	-6.662760e-01
2.400000e+00	-7.373937e-01
2.500000e+00	-8.011436e-01
2.600000e+00	-8.568888e-01
2.700000e+00	-9.040721e-01
2.800000e+00	-9.422223e-01
2.900000e+00	-9.709582e-01
3.000000e+00	-9.899925e-01
3.100000e+00	-9.991352e-01
3.200000e+00	-9.982948e-01
3.300000e+00	-9.874798e-01
3.400000e+00	-9.667982e-01
3.500000e+00	-9.364567e-01
3.600000e+00	-8.967584e-01
3.700000e+00	-8.481000e-01
3.800000e+00	-7.909677e-01
3.900000e+00	-7.259323e-01
4.000000e+00	-6.536436e-01
4.100000e+00	-5.748239e-01
4.200000e+00	-4.902608e-01
4.300000e+00	-4.007992e-01
4.400000e+00	-3.073329e-01
4.500000e+00	-2.107958e-01
4.600000e+00	-1.121525e-01
4.700000e+00	-1.238866e-02
4.800000e+00	8.749898e-02
4.900000e+00	1.865124e-01
5.000000e+00	2.836622e-01
